Company Name,long,lat,Supermarket_within_5_miles,Location Employee Size Actual,Location Sales Volume Actual,Status,Year
Krausers Food Store,-74.7018359,40.781774600000006,4,2,529000.0,Open,2017
KWIK-FILL USA,-74.5304905,40.420195899999996,8,4,5357000.0,Open,2017
LA 37 Grocery Meat,-74.0268679,40.7746487,55,4,922000.0,Open,2017
LA Bodega,-74.03991070000001,40.7580526,55,2,461000.0,Open,2017
LA Dona Grocery & Deli,-74.12329799999999,40.662377899999996,18,2,461000.0,Open,2017
LA Familia Grocery LLC,-74.7392162,40.2075236,8,3,704000.0,Open,2017
Las Palmas,-74.08357190000001,40.712346600000004,21,2,461000.0,Open,2017
Lee Liquor & Grocery Store,-74.0422444,40.7492318,49,4,1333000.0,Open,2017
Lizardo Deli Grocery,-74.2299693,40.7813635,16,2,486000.0,Open,2017
Luciano Mini Market,-74.746431,40.231199,6,3,704000.0,Open,2017
Lupita Groceries,-74.66495069999999,40.3559447,7,2,342000.0,Open,2017
M & S Grocery,-74.7709429,40.1153045,8,2,473000.0,Open,2017
El Guero Svc,-74.44887609999999,40.488217,20,1,229000.0,Open,2017
509 Grove Deli,-74.2131468,40.7398909,26,2,486000.0,Open,2017
A & D Supermarket,-74.0233334,40.780090200000004,55,2,461000.0,Open,2017
A & J Grocery,-74.0115358,40.7869657,59,2,461000.0,Open,2017
A & L Mini Mart,-74.228115,40.763943,16,2,486000.0,Open,2017
Abreu Mini Market,-74.09814140000002,40.690445700000005,21,2,461000.0,Open,2017
Aladin News & Grocery LLC,-74.0786269,40.7189932,32,2,461000.0,Open,2017
Aliah Grocery,-74.0133335,40.7890802,59,2,461000.0,Open,2017
Alimir George Grocery LLC,-74.0696171,40.724608200000006,39,2,461000.0,Open,2017
American Pinoy Food Mart,-73.9960189,40.92749,20,2,505000.0,Open,2017
American Pinoy Food Mart Inc,-74.1031657,40.6933755,18,6,1383000.0,Open,2017
Anderson Grocery Inc,-74.069805,40.7239486,39,3,692000.0,Open,2017
Arb1 Trading Inc,-74.044628,40.720650799999994,48,4,654000.0,Open,2017
Atos Food,-74.2903934,40.8468977,11,2,486000.0,Open,2017
B & A Hoboken Inc,-74.028982,40.7539948,54,6,9085000.0,Open,2017
Bello Grocery Store,-74.0925892,40.6916347,21,2,461000.0,Open,2017
Best Mexican Deli & Grocery,-84.2363036,32.557252899999995,3,1,265000.0,Open,2017
Broad St Food Plaza,-74.1799142,40.723206,22,3,728000.0,Open,2017
Brunswick Mini Market LLC,-74.7544403,40.2333835,6,2,469000.0,Open,2017
Cibao Groceries,-74.4471358,40.4830466,20,3,687000.0,Open,2017
Constansa Supermarket,-74.2761373,40.510676700000005,12,3,576000.0,Open,2017
Consuelo Mini Market,-74.18056440000001,40.928352200000006,18,3,623000.0,Open,2017
Cooke Avenue Convenience,-74.22034000000001,40.577138700000006,18,2,458000.0,Open,2017
Cream Ridge Country Mkt-Lqrs,-74.49693359999999,40.1110591,0,2,579000.0,Open,2017
Cuba Mini Mart,-74.0099396,40.7908033,59,1,231000.0,Open,2017
Daisey's Food Store,-74.2753734,40.5180338,12,4,916000.0,Open,2017
Dariana Grocery,-74.4435635,40.4864773,20,2,458000.0,Open,2017
Desi Corner,-74.5769925,40.327694799999996,8,1,229000.0,Open,2017
Dollar Industry LLC,-74.1723462,40.7361696,17,8,1941000.0,Open,2017
East Orange Supermarket,-74.21100820000001,40.7651806,18,2,486000.0,Open,2017
Eco Hoboken LLC,-74.0300417,40.750203000000006,54,2,461000.0,Open,2017
El Cibao Grocery,-74.18094609999999,40.92378970000001,18,3,623000.0,Open,2017
Espana Grocery,-74.03728309999998,40.760563399999995,55,2,461000.0,Open,2017
Extra Supermarket,-74.01637070000001,40.785410299999995,59,10,2304000.0,Open,2017
F & N Corp LLC,-74.01768929999999,40.7894783,59,1,231000.0,Open,2017
Fine Grocery Store Inc,-74.14688819999999,40.7480858,16,1,231000.0,Open,2017
Francis 2704 Dell Grocery,-74.0360483,40.7625184,55,2,461000.0,Open,2017
Freehold Liquor Convenience,-74.3114589,40.236018,10,3,868000.0,Open,2017
Fruit Grocery My Family,-75.1911648,40.6867825,5,2,469000.0,Open,2017
Gonzaga Grocery,-74.27529799999999,40.5122973,12,2,458000.0,Open,2017
Gutierrez Grocery,-74.18398470000001,40.9167164,18,1,208000.0,Open,2017
H & Y Food Market,-74.01073249999999,40.8316965,48,2,505000.0,Open,2017
H & Y Minimart,-74.199733,40.744964,15,3,728000.0,Open,2017
Hari Mini Store,-74.2176581,40.7877893,18,1,243000.0,Open,2017
Ideal Supermarket & Deli Inc,-74.2683212,40.5201591,12,4,916000.0,Open,2017
J & M Grocery Inc,-74.2094402,40.7373521,15,4,971000.0,Open,2017
J A,-74.74373100000001,40.210932299999996,8,2,469000.0,Open,2017
J M Grocery Store,-74.19080679999999,40.758936299999995,17,2,486000.0,Open,2017
Jacques Grocery,-74.76232409999999,40.233032200000004,6,3,704000.0,Open,2017
Jocelyn's Deli,-74.15625759999999,40.7548943,20,1,231000.0,Open,2017
Jose Supermarket,-74.2146921,40.7107211,24,2,486000.0,Open,2017
Josmary Deli & Grocery,-74.7442453,40.209254200000004,8,5,1173000.0,Open,2017
Jumbo Mini Market,-74.02627120000001,40.7792715,55,2,461000.0,Open,2017
Kelvin Mini MARKET LLC,-74.1245713,40.8703271,29,2,416000.0,Open,2017
Kennedy News,-74.0092963,40.8070454,55,2,461000.0,Open,2017
Kenya Deli Grocery,-74.0713883,40.7194789,32,2,461000.0,Open,2017
Krauzers,-74.2503268,40.7664046,11,3,728000.0,Open,2017
Kristal Grocery & Deli,-74.0104196,40.793420000000005,59,2,461000.0,Open,2017
LA Mia Grocery,-74.0753235,40.7151185,32,1,231000.0,Open,2017
LA Perfecta Supermarket,-74.070299,40.72136629999999,32,2,461000.0,Open,2017
LA Union Grocery,-74.44233840000001,40.487638700000005,20,2,458000.0,Open,2017
Los Precios Supermarket,-74.03070079999999,40.7704643,55,12,2765000.0,Open,2017
Easy Food Market Corp,-74.21581479999999,40.781816600000006,18,2,486000.0,Open,2017
El Yuca,-74.14180309999999,40.7309739,19,1,243000.0,Open,2017
F & F Deli & Grocery,-74.4413194,40.489624299999996,20,2,458000.0,Open,2017
Acapulco Grocery & Deli,-74.1144758,40.6680417,18,2,461000.0,Open,2017
Al-Madina Grocery & Fish,-74.1720481,40.91946110000001,20,2,416000.0,Open,2017
Andri Deli Grocery,-74.0134821,40.7806664,59,2,461000.0,Open,2017
Apna Bazar Cash & Carry,-74.3457339,40.5734344,26,22,5036000.0,Open,2017
B & C Foods,-74.6272794,40.2189324,6,8,1876000.0,Open,2017
Bally Grocery Store,-74.1642964,40.911403,20,2,416000.0,Open,2017
Bisono Supermarket,-74.1958975,40.749067100000005,17,4,971000.0,Open,2017
Carteret Grocery,-74.2183338,40.582601600000004,18,2,458000.0,Open,2017
Ciales Grocery Inc,-74.1773864,40.7613969,17,1,243000.0,Open,2017
Cierra Grocery,-74.139663,40.8586659,29,1,208000.0,Open,2017
Easymart,-74.3850463,40.397430299999996,10,2,458000.0,Open,2017
El Chevy Grocery,-74.07899300000001,40.705512,21,2,461000.0,Open,2017
Extra Savings Supermarket,-74.4520589,40.492168,20,8,1832000.0,Open,2017
Family Grocery,-74.2118078,40.770157700000006,18,3,728000.0,Open,2017
General Eight Brothers,-74.19743390000001,40.739258500000005,15,2,486000.0,Open,2017
Grab N Go Deli Grocery,-74.08463409999999,40.7113926,21,2,461000.0,Open,2017
Gro Mart,-74.0585037,40.7903213,43,2,461000.0,Open,2017
India Grocers,-74.3403181,40.5715854,26,2,458000.0,Open,2017
Inoa Food Market,-75.11031940000001,39.9370688,31,2,443000.0,Open,2017
Internation Mexican Groc,-74.0427725,40.266442100000006,9,2,458000.0,Open,2017
International Super Market,-74.2093809,40.089945,10,2,518000.0,Open,2017
Jasmine Grocery Store,-74.1638377,40.9103758,20,2,416000.0,Open,2017
Kosher Village LLC,-74.1993142,40.105167,10,2,518000.0,Open,2017
LA Ideal Supermarket,-74.19782370000001,40.6491384,24,1,241000.0,Open,2017
Lissette Supermarket,-74.1721054,40.910737,20,2,416000.0,Open,2017
Luna Grocery,-74.2320785,40.7868696,11,2,486000.0,Open,2017
M & B One Mini Market,-74.13110759999999,40.8691882,29,3,623000.0,Open,2017
G & S Supermarket,-74.21517370000001,40.675552200000006,25,3,721000.0,Closed,2017
Monegro Grocery,-74.0610083,40.710486700000004,32,2,461000.0,Closed,2017
Quick Fresh,-74.1871607,40.742533,15,2,486000.0,Open,2017
76 Gas Station,-74.29828940000002,40.2936679,11,4,4420000.0,Open,2017
Babes Corner Store,-74.0749166,39.941312599999996,4,2,518000.0,Open,2017
Bowers Grocery,-74.0527873,40.748863899999996,49,2,461000.0,Open,2017
Bridge Street Svc Ctr,-75.0698298,40.5489559,0,2,353000.0,Open,2017
Elian Grocery,-74.22410009999999,40.7501527,15,2,486000.0,Open,2017
Glass Gardens,-74.08049759999999,40.91522020000001,24,2,505000.0,Open,2017
Health Aid Drug Pharmacy,-74.0490892,40.735947700000004,39,4,1440000.0,Open,2017
LA Economic Mini Market,-74.1561774,40.7441182,16,2,461000.0,Open,2017
Center Food Market,-75.1215397,39.9377326,31,2,443000.0,Open,2017
Lucky 7 Marlton Deli,-74.92128819999999,39.89530379999999,13,2,473000.0,Open,2017
Caba Grocery Inc,-74.2715073,40.5040975,12,2,458000.0,Open,2017
Country Farm,-74.3186249,40.5725659,21,1,229000.0,Open,2017
Country Farm Food Store,-74.72527099999999,39.4569861,2,1,265000.0,Open,2017
D G's Place,-74.20669740000001,40.81608129999999,19,3,728000.0,Open,2017
E Z Stop,-74.5722102,41.139104100000004,5,8,818000.0,Open,2017
Family Grocery,-74.231941,40.738074700000006,22,2,486000.0,Open,2017
Hometown Market Forked River,-74.2018365,39.8231429,3,7,1810000.0,Open,2017
Izucar Deli & Grocery,-74.11657,40.866200899999995,29,1,208000.0,Open,2017
J N R Grocery Corp,-74.4048366,40.817943400000004,15,1,272000.0,Open,2017
K F Trucking,-74.2819361,40.656286,32,10,2533000.0,Open,2017
Long Branch Convenience Stores,-74.000013,40.2997592,7,2,458000.0,Open,2017
Food Express Flemington Nj,-74.8567015,40.5218251,4,1,58000.0,Open,2017
Minit Mart,-74.36041290000001,40.4600385,12,2,458000.0,Open,2017
A D Foods,-74.02718929999999,40.2143443,8,3,687000.0,Open,2017
A R Supermarket,-74.2660521,40.5127979,12,1,229000.0,Open,2017
Andeliz Food Market,-75.0213181,39.480042600000004,8,3,716000.0,Open,2017
Associated Supermarket,-74.16310820000001,40.9145637,20,2,416000.0,Open,2017
Associated Supermarket,-75.0579205,39.962915100000004,27,2,443000.0,Open,2017
Big John's Grocery Store,-74.17441590000001,40.7523527,17,2,486000.0,Open,2017
Compare Foods,-74.1245007,40.862218299999995,29,85,17643000.0,Open,2017
Country Farm,-74.3521989,39.9463042,3,2,518000.0,Open,2017
D & Y Convenience Store,-74.2450314,40.884353499999996,19,2,416000.0,Open,2017
Gateway Of India Store,-74.6412603,40.3002179,8,3,704000.0,Open,2017
George Street Corner & Grocery,-74.2239479,40.780286,16,2,486000.0,Open,2017
Hackensack Market,-74.044249,40.89261079999999,23,30,7571000.0,Open,2017
Happy Day Convenience Store,-74.4282661,40.6213107,17,5,1146000.0,Open,2017
KB'S African Market,-74.0431053,40.8937351,23,2,505000.0,Open,2017
Krauser's Food Store,-74.139066,40.8874448,29,2,416000.0,Open,2017
LA Mia Stop I,-74.1326078,40.8622566,29,2,416000.0,Open,2017
LA Paloma,-74.1705345,40.72160170000001,22,2,486000.0,Open,2017
Latino Mini Market,-74.53188670000002,40.5618028,8,2,459000.0,Open,2017
A & P Food Store,-74.2877577,40.5660513,16,99,22662000.0,Closed,2017
21st Avenue Deli Grocery,-74.1608825,40.907186100000004,20,2,110000.0,Open,2017
A & LP ITALIAN Food Ctr,-74.8025037,39.0003751,7,10,4082000.0,Open,2017
Al Madins Supermarket LLC,-74.192839,40.920271,17,2,416000.0,Open,2017
Al Paso Food Ctr,-74.0336675,40.7655811,55,2,461000.0,Open,2017
Alexca Grocery Deli Inc,-74.2018823,40.708465999999994,24,2,486000.0,Open,2017
Ando Jersey City West Indian,-74.0766199,40.7262427,39,2,461000.0,Open,2017
Ans LLC,-74.038208,40.714413799999996,48,2,361000.0,Open,2017
Atlantic Tire & Towing,-74.6336886,40.862813200000005,7,3,3777000.0,Open,2017
Bautista Grocery,-74.81495720000001,38.98827,7,1,409000.0,Open,2017
Bergen Grocery Store Corp,-74.07757209999998,40.7172513,32,1,231000.0,Open,2017
Better Quality Convenience Str,-74.2262094,40.7587128,15,3,179000.0,Open,2017
Bisomo Super Market Stop,-74.24903,40.758778,16,3,728000.0,Open,2017
Checo Supermarket,-73.995272,40.81544,55,2,505000.0,Open,2017
Clarissas Supermarket Inc,-74.0751973,40.7153035,32,3,692000.0,Open,2017
Clark Commons LLC,-74.3052213,40.631499700000006,23,4,283000.0,Open,2017
Corner News,-74.04160209999999,40.76114260000001,55,1,231000.0,Open,2017
Country Farms,-74.9976303,39.5535443,0,3,476000.0,Open,2017
Country Farms,-74.04768370000001,40.0841927,8,1,259000.0,Open,2017
E Z Market,-74.173689,40.7424929,17,6,1456000.0,Open,2017
Edison Oil Corp,-74.3772468,40.5328766,22,3,4018000.0,Open,2017
Englishtown Liquors-Convience,-74.3581746,40.295725899999994,11,4,1157000.0,Open,2017
Family Supermarket,-74.73817729999999,40.208830999999996,8,2,469000.0,Open,2017
Five Corners,-74.0315152,40.9918442,15,1,253000.0,Open,2017
Food Barn,-74.61913559999999,41.205375700000005,1,9,2235000.0,Open,2017
Food Mart,-74.44727320000001,40.446709600000005,13,3,687000.0,Open,2017
Foodzon Corp,-74.22559559999999,40.7055618,27,2,327000.0,Open,2017
Four Seasons Thai Cuisine,-74.42219720000001,40.539828899999996,17,5,1145000.0,Open,2017
Freddy's Corner,-74.1996581,40.8937887,19,1,338000.0,Open,2017
Grier Ave Supermarket,-74.2237562,40.6451981,28,2,481000.0,Open,2017
Hoboken Mini Mart,-74.0293926,40.743279799999996,54,2,461000.0,Open,2017
Hummus Taza Mediterranean Mkt,-74.5599514,39.389058399999996,9,2,529000.0,Open,2017
Judy Supermarket,-74.2049959,40.7662975,18,2,486000.0,Open,2017
Juquila,-74.0765797,40.3472831,12,1,229000.0,Open,2017
Kings 99 Cents Officekings 99,-74.158726,40.90716,20,4,907000.0,Open,2017
LA Plaza,-75.024658,39.486468,8,1,239000.0,Open,2017
Lapalma Grocery Li,-74.203685,39.9683919,8,2,518000.0,Open,2017
Liberty Food Market,-74.288239,40.676952,31,4,961000.0,Open,2017
Livotis Old World Market,-74.22720679999999,40.400067799999995,12,3,368000.0,Open,2017
Los Tiburones Supermarket,-74.1985588,40.724888799999995,20,7,1699000.0,Open,2017
Fairway Market,-73.9813041,40.83943,40,2,505000.0,Open,2017
205 Market & Futons Inc,-74.1697547,40.916366700000005,18,2,416000.0,Open,2017
5 B Grocery & Deli,-74.07109,40.7323178,39,2,461000.0,Open,2017
7 Even Food Mart,-74.040269,40.751245700000005,49,2,461000.0,Open,2017
786 Food Store,-74.569417,40.906268700000005,8,3,793000.0,Open,2017
88 West Deli & Grocery,-74.1347824,40.074883899999996,9,7,1810000.0,Open,2017
911 Quick Stop,-74.22008520000001,40.7678373,15,3,728000.0,Open,2017
A & B Grocery,-74.0475792,40.744998100000004,49,1,231000.0,Open,2017
A & G Minimarket,-74.1390035,40.8640865,29,2,416000.0,Open,2017
A Seabra Foods,-74.269834,40.6771955,29,2,481000.0,Open,2017
Acoreana Grocery Store,-74.18370949999999,40.652956700000004,24,3,721000.0,Open,2017
Agro Foods,-74.8227448,40.830519,4,4,1057000.0,Open,2017
Akisha Food Mart,-74.2733868,40.6070753,25,2,481000.0,Open,2017
Alanric Food Distributors Inc,-75.2068821,39.8364501,13,2,318000.0,Open,2017
Aldo Food Market,-74.2193156,40.7679615,18,3,728000.0,Open,2017
Alexandra Food Ctr,-74.16947950000001,40.7669137,17,5,1214000.0,Open,2017
All Food & Candy,-74.29841479999999,40.8742352,7,4,7660000.0,Open,2017
Alma Food Group LLC,-74.1618194,40.9220684,20,2,416000.0,Open,2017
Alsalm Market LLC,-74.1541132,40.88901920000001,29,2,416000.0,Open,2017
Amasuper Market,-74.2028157,40.65832929999999,25,10,2087000.0,Open,2017
Amboy Deli Grocery,-74.281409,40.5087717,12,3,687000.0,Open,2017
Amboy Food Liquor & News,-74.2798316,40.4834925,9,6,1374000.0,Open,2017
American Pinoy Food,-74.1753964,40.89027279999999,27,2,416000.0,Open,2017
Amish Marketplace Inc,-74.0435311,40.72049620000001,48,2,461000.0,Open,2017
AMY Grocery & Deli,-74.184269,40.932541,17,2,416000.0,Open,2017
Angel Mini Food Mart,-74.053754,40.751931899999995,49,2,461000.0,Open,2017
Anj Deli & Mini Market,-74.0469327,40.7617032,55,2,461000.0,Open,2017
Annapurna Indian Grocery,-74.0253677,40.8903969,23,1,253000.0,Open,2017
Apna Bazar,-74.51858840000001,40.3810764,8,10,2290000.0,Open,2017
Arlette Mexican Italian Market,-74.0263027,40.177071999999995,12,2,458000.0,Open,2017
Aroma Food LLC,-74.5280457,40.440758,11,2,458000.0,Open,2017
Asafo African Market,-74.0414415,40.8875594,23,1,253000.0,Open,2017
Asian American Food Mart,-73.99788840000001,40.9286691,20,2,505000.0,Open,2017
Asian Food Ctr Of Route 22,-74.4511991,40.6193606,17,40,9166000.0,Open,2017
Asian Food Market,-74.095239,40.7204276,32,2,461000.0,Open,2017
Asian Food Markets,-74.5941073,40.336799400000004,8,40,9157000.0,Open,2017
Asian Food Markets Corporate,-74.4138844,40.561842600000006,24,2,458000.0,Open,2017
Aster Market Commercial,-74.2644245,40.9158412,12,2,416000.0,Open,2017
Atco Food Co,-74.856607,39.7750906,3,4,886000.0,Open,2017
Athenia Food Mart,-74.1512691,40.8600656,27,3,623000.0,Open,2017
Axess Market,-74.0722373,40.7785344,43,2,461000.0,Open,2017
B J's Country Store & Deli,-74.8600563,39.9815909,15,3,709000.0,Open,2017
B54 Enterprises LLC,-74.05034570000001,40.2866177,10,3,687000.0,Open,2017
Babco Foods Intl,-74.5912015,40.5721451,9,2,459000.0,Open,2017
Basics & Smoke Shop,-74.44254000000001,40.352741200000004,2,2,458000.0,Open,2017
Benne's Tire & Auto Ctr,-75.2513926,39.827055200000004,7,4,3952000.0,Open,2017
Bergenline Supermarket Inc,-74.0059122,40.803369200000006,55,6,1383000.0,Open,2017
Bhavani Cash & Carry,-74.51286590000001,40.5844655,17,3,1779000.0,Open,2017
Biedronka,-74.27175940000001,40.62769960000001,28,2,481000.0,Open,2017
Bk Fort Lee,-73.97965119999999,40.8456691,40,6,1515000.0,Open,2017
Bombay Foods Inc,-74.2019495,39.966765,8,1,259000.0,Open,2017
Bombolom Liquors Inc,-74.1539526,40.9312239,19,2,676000.0,Open,2017
Bongo African Grocery,-74.42734499999999,39.36168,3,2,529000.0,Open,2017
Boulevard Food Store,-73.984813,40.84768,40,2,505000.0,Open,2017
Brooklawn Food Market,-75.1188494,39.879692299999995,27,2,443000.0,Open,2017
Brother N Law Deli & Grocery,-74.7728319,40.230779999999996,6,3,704000.0,Open,2017
Brother's Supermarket,-74.2793003,40.509836299999996,12,2,458000.0,Open,2017
Brothers Grocery,-122.2542665,37.817631799999994,17,2,486000.0,Open,2017
Bubushka's Deli,-74.3220417,40.775105700000005,12,4,971000.0,Open,2017
Busy Bee Foods,-74.7557203,41.0642375,3,5,1242000.0,Open,2017
C & M Mini Market,-74.0670873,40.7317774,39,2,461000.0,Open,2017
Canada Dry,-74.1363976,40.1806685,1,3,687000.0,Open,2017
Cariben Deli Grocery,-74.75023440000001,40.2124801,8,3,704000.0,Open,2017
Carmillo Mini Market,-74.182689,40.9226479,18,2,416000.0,Open,2017
Catered Cuisine Of Pennington,-74.7978876,40.326287799999996,3,2,469000.0,Open,2017
Center Convenience Food,-74.0315729,40.993011100000004,15,3,758000.0,Open,2017
Central Food Market-Camden,-75.1215397,39.9377326,31,2,443000.0,Open,2017
Chairman Asian Food Mart Inc,-74.0659744,40.7227393,32,2,461000.0,Open,2017
Chancellor Food Market,-74.2321018,40.7142052,26,2,486000.0,Open,2017
Cheap Food Market,-74.21030879999999,40.72744229999999,20,2,486000.0,Open,2017
Chef's Fine Food,-74.3056338,40.7113709,22,2,481000.0,Open,2017
Chen's Harrison Supermarket,-74.1490672,40.7474456,16,2,461000.0,Open,2017
Chestnut Deli & Grocery,-74.74707190000001,40.2134809,8,3,704000.0,Open,2017
Chiko's Grocery & Deli,-74.059214,40.713534,32,2,461000.0,Open,2017
Choice Food Store,-74.2367783,40.4492549,11,2,458000.0,Open,2017
Cigare Food Market,-74.044303,40.7583183,55,2,461000.0,Open,2017
Citit Mini Market LLC,-74.1080982,40.869061200000004,30,2,505000.0,Open,2017
Clark Lunch Box,-74.3151635,40.628190100000005,23,2,481000.0,Open,2017
Clement Pappas & Co Inc,-75.4434855,39.7043683,3,630,190679000.0,Open,2017
Cliffside Park Marketplace Inc,-73.98536740000002,40.830121500000004,56,2,505000.0,Open,2017
Coffee & Kitchen,-74.5585488,40.5779912,8,2,459000.0,Open,2017
Commercial Mexicana LLC,-74.81778100000001,38.989477,7,5,2041000.0,Open,2017
Compare Foods,-74.0347401,40.7646297,55,5,1152000.0,Open,2017
Corner Shop,-74.1198898,40.884823100000006,30,2,505000.0,Open,2017
Country Farm,-74.9989085,39.7931481,16,2,443000.0,Open,2017
Country Farms,-74.7418302,39.893695,0,1,237000.0,Open,2017
Country Farms Food Store,-74.20004909999999,40.432781899999995,11,2,458000.0,Open,2017
Cristal Market LLC,-74.5290603,40.561632,8,1,230000.0,Open,2017
D & A Market & Deli,-74.7813288,40.2350273,6,10,2345000.0,Open,2017
D D Grocery,-74.23041740000001,40.7783341,18,3,728000.0,Open,2017
D W Deli & Grocery,-74.14961770000001,40.7308372,19,2,486000.0,Open,2017
Daily Fresh Market Corp,-75.0681872,39.945856400000004,28,2,443000.0,Open,2017
Daily Savings,-75.1025595,39.9322679,31,4,886000.0,Open,2017
Deco Daves Food Market Inc,-74.00543909999999,40.8874868,23,4,1010000.0,Open,2017
Del Maximo Foods,-74.1482644,40.89022,29,2,416000.0,Open,2017
Discount Food Market & Deli,-74.0045589,40.7907441,59,2,461000.0,Open,2017
Divya Convenience Inc,-74.069349,40.72905,39,2,461000.0,Open,2017
Dodo Food Market,-74.1209582,40.660558200000004,18,1,231000.0,Open,2017
Dollar Stop,-75.1066324,39.70274179999999,8,2,318000.0,Open,2017
Duran Food Store,-74.26884840000001,40.514317600000005,12,2,458000.0,Open,2017
E G Mini Market,-74.182457,40.76878,17,2,486000.0,Open,2017
E Z Check Food Store,-74.2651121,40.6374194,28,2,481000.0,Open,2017
East West Food Mart LLC,-74.1821524,40.7977978,25,3,728000.0,Open,2017
Eastern Grocery,-74.1493437,40.8905775,24,2,416000.0,Open,2017
Eco Food Store I,-74.02595059999999,40.7692737,55,2,461000.0,Open,2017
Eddy's Supermarket,-74.1924808,40.7217201,20,4,971000.0,Open,2017
Efficiant Market Svc,-74.1161804,40.8819724,30,2,505000.0,Open,2017
El Bravo Mini Market II,-74.0893602,40.6991819,21,3,692000.0,Open,2017
El Mercado,-74.2139167,40.092383899999994,10,2,518000.0,Open,2017
El National Supermarkets,-74.125877,40.8653409,29,5,1038000.0,Open,2017
El Padrino Grocery,-74.4216253,40.6199931,17,2,481000.0,Open,2017
El Pautenito's & Deli,-74.0497605,40.877075399999995,23,2,505000.0,Open,2017
El Rodeo,-74.1227458,41.011550299999996,16,2,505000.0,Open,2017
El Tiburon Supermarket,-74.763949,40.220757,6,3,704000.0,Open,2017
El Toro Supermarket,-74.743914,40.204172,8,3,704000.0,Open,2017
Elba Grocery & Deli,-74.08739240000001,40.7009213,21,2,461000.0,Open,2017
Ernie's Market,-75.10105990000001,39.9369755,31,2,443000.0,Open,2017
Europa Pombalense Supermarket,-74.2054189,40.679174200000006,25,6,1441000.0,Open,2017
Evelyn Grocery,-74.124073,40.8729347,29,1,208000.0,Open,2017
Evergreen Kosher Market,-74.2183898,40.0631226,10,2,518000.0,Open,2017
Express Food Market,-75.1239352,39.8029421,9,3,476000.0,Open,2017
Fair Deal Market,-75.2829274,39.8253489,5,1,159000.0,Open,2017
Fairfield Food Market,-74.31370030000001,40.8755701,7,4,971000.0,Open,2017
Fairfield Food Mart & Deli,-74.2894079,40.880672600000004,7,2,486000.0,Open,2017
Family Food Market,-74.83309890000001,40.8254891,4,2,469000.0,Open,2017
Fancy Foods,-74.3262807,40.577386,21,2,458000.0,Open,2017
Farafina International Market,-74.2170821,40.7287743,26,3,728000.0,Open,2017
Fatima's Grocery,-74.1568196,40.914935799999995,20,2,416000.0,Open,2017
Feldman's Grocery,-74.215399,40.094844200000004,10,2,518000.0,Open,2017
Fernandez Deli Market,-74.115535,40.868229,29,1,208000.0,Open,2017
Fernandez Food Market,-74.16622659999999,40.9102181,20,2,416000.0,Open,2017
Fiji Meadowland LLC,-74.0080392,40.8001846,55,3,692000.0,Open,2017
Finarc Market,-74.262052,40.7047568,29,2,481000.0,Open,2017
Fine Faire,-74.4698728,40.4931776,10,12,2750000.0,Open,2017
FM Supermarket,-75.1139116,39.95307570000001,28,2,443000.0,Open,2017
Food Choice Supermarket,-74.2438791,40.724154799999994,26,2,486000.0,Open,2017
Food Depot Select,-74.15725529999999,40.7535573,20,2,461000.0,Open,2017
Food Mart,-75.030334,39.8589263,25,2,443000.0,Open,2017
Food Mart & Deli,-74.2948625,41.0075352,9,2,416000.0,Open,2017
Food Mart USA,-74.1123423,40.898532200000005,25,3,758000.0,Open,2017
Food Myungga Inc,-74.41077840000001,40.5092079,22,2,458000.0,Open,2017
Food Pro Supermarket Food,-74.1616589,40.9188307,20,2,416000.0,Open,2017
Food Stores Inc,-74.2972001,41.029280299999996,7,2,416000.0,Open,2017
Fortuna's Food Market,-75.1086429,39.9229975,29,3,665000.0,Open,2017
Freewood Acres Food Market,-74.23808509999999,40.1682312,7,2,458000.0,Open,2017
Fresh Food Svc Express,-74.1546865,40.8973627,24,2,416000.0,Open,2017
G N Supermarket,-75.0977744,39.951797,29,2,443000.0,Open,2017
Garden Fresh Market Inc,-74.4110515,40.5786157,24,2,458000.0,Open,2017
Garfield Foodmart Inc,-74.099405,40.873188,30,1,253000.0,Open,2017
Getty Deli & Grocery,-74.1564526,40.8948951,24,4,219000.0,Open,2017
Goodies Market,-75.12573499999999,39.8957059,27,2,443000.0,Open,2017
Grab-N-Go,-74.2834718,40.961180299999995,6,2,529000.0,Open,2017
Grande Market,-73.9895684,40.3039403,7,2,458000.0,Open,2017
Groceries & Deli Los Puentes,-75.2264838,39.4345899,2,2,478000.0,Open,2017
Guatemex Grocery Store,-75.15449759999998,39.835680700000005,17,2,318000.0,Open,2017
Haddon Food Ctr,-75.10510759999998,39.924832200000004,29,2,443000.0,Open,2017
Hanover Mart,-74.6855552,39.9683777,1,3,709000.0,Open,2017
Hansel Supermarket,-74.2108027,40.7119724,24,2,486000.0,Open,2017
Harmony Massage Ctr,-74.128538,39.9621064,8,30,7756000.0,Open,2017
Helping Hand Food Pantry,-74.0367597,41.00239439999999,14,2,505000.0,Open,2017
Henry's Fine Foods,-74.23822259999999,40.8278606,16,4,971000.0,Open,2017
Hightstown Convenience,-74.5296418,40.26589129999999,4,3,704000.0,Open,2017
Home Town Food Store,-74.506365,40.103671500000004,0,3,776000.0,Open,2017
Homeopathy Overnight,-74.3524469,39.579451,2,2,518000.0,Open,2017
Honey Land Farm,-74.6264559,40.822095700000006,6,4,1057000.0,Open,2017
